lon,lat,id,added_username,diameter,height,koostis_muu,koostis_rehvid,koostis_suur,description,rehvide_arv
24.25265,59.3286,76,henri,0,0,t,f,f,"tõenäoliselt vene sõjaväe betoonpostid",0
24.25305,59.32921,77,henri,1,0,t,f,f,"katkine jalgratas jões",0
24.25412,59.33061,78,henri,0,0,t,f,f,"kõrgepingeliin",0
24.25117,59.32913,79,henri,0,0,t,f,f,"pisut õllepurke pudeleid ~20l",0
24.24617,59.33037,80,henri,0,0,t,f,f,"Autodetailid, vvähe, tahvlid",0
24.24165,59.32827,81,henri,0,0,t,f,f,"Raudtee ääres telefonitraadid maas ja tee peal",0
24.21873,59.32384,82,henri,,,,,,"Klooga aedlinn sõjaväeosa varemed",1
26.4744444444,58.3033333333,84,askot,,,,,,"liivamäe talu mets, NE metsatee?",1
26.4526342033373,58.2448625951312,86,askot,,,,,,"Vapramäe mets tee ääred",1
26.5642705286795,58.2762013852421,87,askot,,,,,,"Kolga külas metsaservas",1
26.5865647945236,58.2841513354919,88,askot,,,,,,"Kivihunnik aiamaa külas",1
24.865879,59.429104,91,ahti,5,0,t,t,t,,4
24.857899,59.429264,92,ahti,30,1,t,t,t,,177
24.878611621,59.49330518,516,anneliis,3,0,t,f,f,,0
24.877522141,59.497333355,517,anneliis,3,0,t,t,f,,1
24.879654581,59.49731743,518,anneliis,2,0,t,f,f,,0
24.884518264,59.49912264,519,anneliis,4,0,t,f,f,,0
24.884482305,59.499992598,520,anneliis,4,0,t,t,f,,2
24.885540185,59.499780284,521,anneliis,2,0,t,f,f,,0
24.885910163,59.499786152,522,anneliis,3,0,t,f,f,,0
24.882819587,59.500577236,523,anneliis,2,0,t,t,f,,1
24.889170555,59.501500502,524,anneliis,3,0,t,t,f,,1
24.889129987,59.50364803,525,anneliis,1,0,f,f,t,,0
24.885268109,59.524014965,526,anneliis,2,0,t,f,f,,0
24.876350518,59.52940654,527,anneliis,1,0,t,f,f,,0
24.611183333,59.4369,529,ahti,4,0,f,t,f,"",12
24.611416667,59.440016667,530,ahti,1,0,f,t,f,,1
24.613883333,59.440116667,531,ahti,3,0,f,t,f,,5
24.615716667,59.43945,532,ahti,3,0,t,t,f,"",1
24.616183333,59.439366667,533,ahti,5,0,t,t,f,,4
24.616866667,59.439116667,534,ahti,7,0,t,f,f,"",0
24.61655,59.438716667,535,ahti,5,0,t,f,f,,0
24.6157,59.437733333,536,ahti,6,0,t,t,t,"",7
24.6152,59.437183333,537,ahti,5,0,t,f,t,"",0
24.6148,59.436766667,538,ahti,7,0,t,t,f,"",10
24.614633333,59.43655,539,ahti,4,0,t,f,f,,0
24.614033333,59.435866667,540,ahti,5,0,f,t,f,,24
24.614,59.435783333,541,ahti,3,0,t,f,t,,0
24.870169368,59.520112351,548,ahti,4,0,t,t,f,,2
24.869912798,59.523760322,549,ahti,2,0,t,f,f,,0
24.847573852,59.526954079,550,ahti,2,0,t,t,f,,1
24.846188324,59.526884928,551,ahti,4,0,f,t,f,,12
24.839979177,59.526162241,552,ahti,4,0,t,f,f,,0
24.83632098,59.525581123,553,ahti,2,0,t,f,f,,0
27.13698,58.06377,559,even,1,0,f,t,f,"veoauto rehvid. ükskikult metsa all.",1
27.13197,58.06585,560,even,2,0,t,f,t,"külmkapid ja ehitusjäätmed.",0
24.685,59.3208333333333,561,kai17,7,0,t,t,f,"",10
24.7080555555556,59.3466666666667,563,kai17,5,0,t,t,t,"Suurus parandatud Ahti poolt",4
24.6775,59.3369444444444,564,kai17,10,1,t,t,t,"",20
24.6655555555556,59.3377777777778,565,kai17,10,1,t,t,f,"",20
24.8994183136343,59.3743643042462,570,anneliis,15,1,f,f,t,"saatsi Raul Aarde, kontrollis Märt: ligipääsu teel on ees raudväravad, eemalt paistab vihjatud kohas hoone.",0
24.835368963,59.524315121,571,ahti,2,0,t,t,f,,1
24.832862187,59.530158648,572,ahti,3,0,t,t,f,,1
24.833005099,59.530280018,573,ahti,2,0,t,f,f,,0
24.837743305,59.530801708,574,ahti,2,0,t,f,f,,0
24.835587898,59.535312932,575,ahti,3,0,t,t,f,,1
24.830338731,59.530588724,576,ahti,2,0,t,t,f,,1
24.829183873,59.539581835,577,ahti,2,0,t,t,f,,1
24.826639881,59.541826257,578,ahti,2,0,t,f,f,,0
24.827384111,59.542473173,579,ahti,1,0,t,f,f,,0
24.826379539,59.542769473,580,ahti,2,0,t,t,f,,1
24.82526416,59.543966744,581,ahti,1,0,t,f,f,,0
24.819649877,59.54335914,582,ahti,4,0,t,t,f,,2
24.81943748,59.54420303,583,ahti,1,0,t,f,f,,0
24.818495857,59.546763953,584,ahti,2,0,t,t,f,,1
24.81876567,59.548021322,585,ahti,3,0,t,t,f,,1
24.813796459,59.543865239,586,ahti,3,0,t,f,f,,0
24.812743692,59.54631527,587,ahti,5,0,t,f,f,,0
24.808333302,59.54203329,588,ahti,2,0,t,f,f,,0
24.848021027,59.546738891,589,ahti,2,0,t,f,f,,0
24.83887285,59.540761169,590,ahti,3,0,t,t,f,,1
24.835630395,59.540317263,591,ahti,2,0,t,f,f,,0
24.831071729,59.539747965,592,ahti,4,0,t,f,f,,0
24.855062328,59.530571289,593,ahti,4,0,t,t,f,,2
24.0997859821386,59.3556445886975,658,pald,2,0,f,t,f,"",2
24.0965689878097,59.3557188050927,659,pald,2,0,t,f,f,"",0
24.0866776786089,59.3582660589324,660,pald,3,0,t,f,f,"",0
24.0881903023015,59.3584984416816,661,pald,4,0,t,t,t,"",2
24.0857924566267,59.3558160500776,662,pald,1,0,t,f,f,"",0
24.0576665503,59.3574651332269,663,pald,15,0,t,t,f,"Garaazide läheduses on ca 10*4,5 kuupmeetrit prügi.",44
24.1154046871992,59.3682617454628,664,pald,3,0,t,f,f,"",0
24.1121792470707,59.3661101803281,665,pald,2,0,t,t,f,"",1
24.0421751512399,59.3841490844984,666,pald,2,0,t,f,f,"",0
24.0489647922336,59.3827374322018,667,pald,2,0,t,t,f,"",1
24.0486049902673,59.3771631972018,668,pald,3,0,t,f,f,"",0
24.0612289566472,59.3832798549097,669,pald,4,0,t,f,f,"elektroonika romud",0
24.0763387796438,59.3815394982316,670,pald,3,0,t,f,t,"",0
24.0539322595591,59.3641452374779,671,pald,2,0,t,f,f,"elektroonika",0
25.1069444444444,59.4711111111111,815,anneliis,15,0,t,f,f,"",0
24.893634757,59.457213627,819,rainer,1,0,t,f,f,,0
24.893470639,59.458635701,820,rainer,1,0,t,f,f,,0
24.900244558,59.457037523,821,rainer,1,1,t,f,f,,0
24.898854168,59.456547434,822,rainer,1,1,t,f,f,,0
24.899449954,59.456674336,823,rainer,1,1,t,f,f,,0
24.893723857,59.457742609,824,rainer,1,1,t,f,f,,0
24.890896641,59.460421884,825,rainer,2,0,t,f,f,,0
24.897664441,59.456386501,826,rainer,2,0,t,f,f,,0
24.893839024,59.458122812,827,rainer,2,0,t,f,f,,0
24.893372068,59.458838794,828,rainer,2,0,t,f,f,,0
24.880276686,59.46365579,829,rainer,2,1,t,f,f,,0
24.894122249,59.458459765,830,rainer,2,0,t,t,f,,1
24.899762683,59.456954543,831,rainer,3,1,t,f,f,,0
24.7492166666667,59.3762833333333,915,liisi,6,0,t,t,f,"",7
24.7502,59.3750833333333,916,liisi,6,0,t,t,f,"",7
24.7521166666667,59.3751666666667,968,liisi,10,1,t,t,f,"2 hunnikut",20
24.7522833333333,59.3753833333333,969,liisi,5,0,t,t,f,"",4
24.7521333333333,59.3758166666667,970,liisi,6,1,f,f,t,"",0
24.7518333333333,59.3765666666667,971,liisi,6,0,t,t,f,"",7
24.7520166666667,59.3774166666667,972,liisi,10,2,t,t,f,"",20
24.75135,59.38025,973,liisi,2,0,f,t,f,"",2
24.75025,59.3794,974,liisi,2,0,t,f,f,"puitplaadid",0
24.7489833333333,59.3791333333333,975,liisi,2,0,t,t,f,"",1
24.7476833333333,59.3786,976,liisi,2,0,t,t,f,"",1
23.776734425,58.988688709,977,rainer,1,0,f,t,f,,1
23.765768046,59.049241757,978,rainer,1,0,t,f,f,,0
23.76325272,59.050436513,979,rainer,1,0,t,f,f,,0
23.753768345,59.049546272,980,rainer,3,0,t,f,f,,0
23.72382408,59.006874925,981,rainer,2,0,t,f,f,,0
23.660359243,58.966256725,982,rainer,1,0,f,f,t,,0
23.659757674,58.965556081,983,rainer,2,0,t,f,t,,0
23.777108928,59.025342269,984,rainer,3,0,t,t,f,,1
23.77789624,59.025018979,985,rainer,5,0,t,t,f,,4
23.661249653,58.965734784,986,rainer,20,0,t,f,f,,0
23.658924848,58.963323813,987,rainer,1,0,f,t,f,,1
23.664946575,58.963913647,988,rainer,8,0,t,t,t,,13
23.657732354,58.952304712,989,rainer,3,0,t,f,t,,0
23.665559124,58.957590591,990,rainer,3,0,t,f,f,,0
23.66673301,58.958450323,991,rainer,5,0,t,f,f,,0
23.663438922,58.956041615,992,rainer,2,0,t,f,f,,0
23.705038978,58.969845353,993,rainer,3,0,t,f,f,,0
24.5361032027104,59.4164829457502,994,priit,3,0,t,f,f,"autoosad",0
24.5148171969203,59.425140551695,995,priit,5,1,t,t,f,"",4
24.5101050010438,59.4269272742862,996,priit,5,1,t,f,f,"mitu hunnikut",0
24.4785598625935,59.4312557047667,997,priit,4,0,t,f,f,"ehitusjäätmed",0
24.4678158075071,59.4289694093438,998,priit,5,1,t,f,f,"",0
24.4684770329072,59.4283656333157,999,priit,0,1,t,f,f,"omaniku sõnul ei ole seal jäätmereostust",0
24.4680288169972,59.4290853465983,1000,priit,6,2,t,f,f,"",0
24.4685621469986,59.4294335325196,1001,priit,2,1,f,f,t,"",0
24.437073180654,59.4235814617572,1002,priit,4,1,t,f,f,"",0
24.4302668444348,59.4258480027616,1003,priit,2,1,t,f,f,"",0
24.4282485307684,59.4264560070605,1005,priit,3,1,t,f,f,"",0
24.4276170359292,59.426673494895,1022,priit,3,1,t,f,f,"",0
24.4233174438793,59.4123699044703,1023,priit,2,1,t,f,f,"",0
24.4295959906313,59.4033101948755,1024,priit,2,1,t,f,f,"",0
24.4349653748535,59.4019101626915,1025,priit,3,1,t,f,f,"",0
24.4413239163674,59.4076249977767,1026,priit,3,1,t,f,f,"",0
24.4414143828942,59.4078132015673,1027,priit,2,0,f,f,t,"madrats",0
24.44373205036,59.4086671530235,1028,priit,2,1,t,f,f,"",0
24.4436271058451,59.4087213661189,1043,priit,4,1,t,f,f,"",0
24.4455249959967,59.4097831610206,1044,priit,2,1,t,f,f,"",0
24.4111453650532,59.4062057334135,1045,priit,6,1,t,f,f,"",0
24.4263175323379,59.398760774412,1046,priit,7,1,t,t,f,"",10
24.4277383660356,59.3983611932205,1047,priit,2,1,t,f,f,"",0
24.4978524947646,59.4215164490016,1049,priit,2,1,f,t,f,"",2
24.5253824281186,59.4156644289111,1050,priit,10,1,t,t,f,"erinevat prügi on selle tee mõlemal poolel. Täpsem mõõtmine: 5: hunnikut läbimõõdu x keskm paksusega vastavalt 2x0.2, 4x0.3, 6x0.4, 4x0.2, 3x0.4",20
24.5242166779326,59.4142956592016,1051,priit,2,1,t,f,f,"",0
24.5238073860065,59.4140190145884,1052,priit,10,1,t,t,t,"Täpsem mõõtmine: 3 hunnikut läbimõõtu x keskm paksusega vastavalt 4x0.3, 2x0.3, 6x0.4; lisaks 1-kuupmeetrine suurjäätme objekt",20
25.1813888888889,59.3358333333333,1053,aleksander,7,1,t,f,t,"5 hunnikut prügi teeääres.",0
25.2372222222222,59.3791666666667,1054,aleksander,10,0,t,t,f,"olmeprügi, ehitusprügi, rehvid ca 30 m raadiuses laiali; ca 150 rehvi",150
24.486464942247,59.4097817934702,1055,anneliis,20,1,t,t,f,"Janika Kaljo vihje",79
25.3652777777778,59.3922222222222,1056,aleksander,5,0,t,f,t,"ehitusprügi ja mööbel, kaks hunnikut",0
25.3722222222222,59.3938888888889,1057,aleksander,5,0,t,t,f,"",4
25.3747222222222,59.3933333333333,1058,aleksander,3,0,t,f,f,"",0
25.3766666666667,59.3941666666667,1059,aleksander,10,0,t,t,t,"olmeprügi, ehitusprügi, rehvid ca 30 m2 maaala",20
25.1622222222222,59.3558333333333,1060,aleksander,10,0,t,t,t,"olmeprügi, ehitusprügi, mööbel, rehvid 50 m2 alal",20
24.331903333,59.21506,1069,seikleja,2,0,t,f,t,,0
24.33219,59.21657,1070,seikleja,4,0,f,f,t,,0
24.335183333,59.209373333,1071,seikleja,2,0,t,f,f,,0
24.349795,59.21062,1072,seikleja,1,0,f,f,t,,0
24.365973333,59.210568333,1073,seikleja,3,0,t,t,t,,1
24.332796667,59.21299,1074,seikleja,3,0,t,f,t,,0
24.334076667,59.211061667,1076,seikleja,3,0,t,f,f,,0
24.33132,59.206768333,1077,seikleja,1,0,t,f,f,,0
24.319773333,59.203686667,1078,seikleja,1,0,t,f,f,,0
24.390395,59.184301667,1079,seikleja,1,0,f,t,f,,1
24.351435,59.170198333,1080,seikleja,2,0,t,f,f,,0
24.349096667,59.169401667,1081,seikleja,2,0,t,f,f,,0
24.348081667,59.168275,1082,seikleja,10,0,t,t,f,,20
24.347583333,59.167768333,1083,seikleja,3,0,t,t,f,,1
24.347823333,59.167193333,1084,seikleja,10,0,t,t,t,"",20
24.34783,59.165481667,1085,seikleja,1,0,f,t,f,,1
24.351115,59.117341667,1086,seikleja,1,0,f,f,t,,0
24.284848333,59.113658333,1087,seikleja,1,0,f,t,t,,1
24.289646667,59.115596667,1088,seikleja,10,0,t,f,f,,0
24.275566667,59.11473,1089,seikleja,5,0,t,t,t,,4
24.275636667,59.114466667,1090,seikleja,5,0,t,f,t,,0
24.269626667,59.113848333,1091,seikleja,1,0,t,f,f,,0
24.321846667,59.130498333,1092,seikleja,1,0,f,t,f,,1
24.316941667,59.128358333,1093,seikleja,1,0,f,t,f,,1
24.324691667,59.126406667,1094,seikleja,6,0,t,t,f,,7
24.319886667,59.131123333,1095,seikleja,2,0,t,f,f,,0
24.299371667,59.134928333,1096,seikleja,1,0,f,t,f,,1
24.295408333,59.142471667,1097,seikleja,1,0,t,f,f,,0
24.292556667,59.14499,1098,seikleja,1,0,t,t,f,,1
24.29056,59.149613333,1099,seikleja,1,0,t,f,f,,0
24.212476667,59.10623,1105,seikleja,1,0,t,f,f,,0
24.151555,59.135818333,1106,seikleja,1,0,f,t,f,,1
24.255663333,59.190721667,1107,seikleja,5,0,t,f,t,,0
24.261625,59.19052,1108,seikleja,1,0,t,f,f,,0
24.24807,59.203431667,1109,kaur,20,2,t,t,t,"",79
24.260406667,59.202785,1111,seikleja,1,0,t,f,t,"",0
24.261998333,59.191731667,1112,seikleja,1,0,f,t,f,,1
24.265735,59.191811667,1113,seikleja,3,0,t,f,f,,0
24.277895,59.192036667,1114,seikleja,1,0,f,t,f,,1
24.281763333,59.192565,1115,seikleja,3,0,f,t,f,,5
24.283505,59.193011667,1116,seikleja,1,0,f,t,f,,1
24.284453333,59.193306667,1117,seikleja,1,0,f,t,f,,1
24.32028,59.19637,1118,seikleja,1,0,t,f,t,,0
24.32395,59.181393333,1119,seikleja,1,0,t,f,f,,0
24.324701667,59.180523333,1120,seikleja,5,0,t,f,f,,0
24.334943333,59.181136667,1121,seikleja,5,0,t,t,f,,4
24.333105,59.180956667,1122,seikleja,1,0,t,f,f,,0
24.33213,59.180691667,1123,seikleja,1,0,f,t,f,,1
24.332855,59.193483333,1124,seikleja,5,0,t,t,f,,4
24.275495717,59.039121531,1126,seikleja,1,0,f,t,f,,1
24.246823238,59.09613423,1127,seikleja,2,0,f,t,f,,2
24.203191996,59.042457361,1128,seikleja,1,0,t,f,f,,0
24.215271911,59.076341623,1129,seikleja,2,0,t,t,f,,1
24.104505731,59.000844732,1130,seikleja,1,0,t,t,t,,1
24.155903226,59.029238177,1132,seikleja,7,0,t,f,t,,0
24.251585,59.103705,1133,seikleja,10,0,t,t,f,"",20
24.24721,59.094246667,1134,seikleja,10,0,t,t,t,,20
24.245936667,59.076456667,1135,seikleja,2,0,f,f,t,,0
24.241081667,59.07082,1136,seikleja,5,0,f,f,t,,0
24.275075,59.057795,1137,seikleja,5,0,t,f,t,,0
24.273701667,59.058626667,1138,seikleja,2,0,t,f,f,,0
24.35082,59.08867,1139,seikleja,1,0,f,t,f,,1
24.349468333,59.089396667,1140,seikleja,2,0,f,f,t,,0
24.330355,59.107231667,1141,seikleja,6,0,t,f,f,,0
24.327898333,59.109406667,1142,seikleja,3,0,t,f,f,,0
24.337735,59.099773333,1143,seikleja,1,0,t,f,f,,0
24.394181667,59.096296667,1144,seikleja,2,0,f,t,f,,2
24.347971667,59.115641667,1145,seikleja,1,0,t,f,f,,0
24.350801667,59.117131667,1146,seikleja,1,0,f,f,t,,0
24.383755,59.13627,1147,seikleja,3,0,f,t,f,,5
24.496224923,59.154655673,1150,seikleja,1,0,f,t,f,,1
24.439264275,59.209975731,1151,seikleja,4,0,t,f,t,,0
24.367959341,59.195545195,1152,seikleja,4,0,t,t,t,,2
24.410620211,59.197735386,1153,seikleja,1,0,f,t,f,,1
24.409964075,59.197462806,1154,seikleja,1,0,t,f,f,,0
24.389909785,59.184245132,1155,seikleja,1,0,f,t,f,,1
24.388340861,59.183312478,1156,seikleja,1,0,f,t,f,,1
24.364181366,59.177026972,1157,seikleja,1,0,f,t,f,,1
24.363103369,59.182202378,1158,seikleja,1,0,t,f,f,,0
24.360164506,59.185087346,1159,seikleja,1,0,f,t,f,,1
24.359398736,59.185250122,1160,seikleja,1,0,f,t,f,,1
24.358753162,59.185393117,1161,seikleja,2,0,t,f,f,,0
24.357552873,59.185603419,1162,seikleja,10,0,t,t,t,,20
24.357556477,59.185371408,1163,seikleja,15,0,t,t,f,,44
24.343110099,59.192278683,1164,seikleja,3,0,t,f,f,,0
24.328425843,59.198181638,1165,seikleja,20,0,t,t,f,,79
24.331461685,59.207316488,1166,seikleja,3,0,f,t,t,,1
24.330800604,59.207598958,1167,seikleja,1,0,f,f,t,,0
24.343135161,59.205296785,1168,kaur,15,0,t,f,t,"",0
24.343629861,59.204564793,1169,seikleja,1,0,f,f,t,,0
24.333751118,59.211684717,1170,seikleja,15,0,t,t,t,,44
24.332716037,59.213058176,1171,seikleja,2,0,f,f,t,,0
24.332056884,59.214352174,1172,seikleja,1,0,t,f,f,,0
24.332041377,59.214840587,1173,seikleja,1,0,t,f,f,,0
24.331940291,59.215138899,1174,seikleja,2,0,t,t,t,,1
24.331207797,59.215226071,1175,seikleja,1,0,f,f,t,,0
24.330734722,59.21509414,1176,seikleja,3,0,t,f,t,,0
24.331332855,59.215352805,1177,seikleja,2,0,f,f,t,,0
24.332346981,59.21568783,1178,seikleja,5,0,t,t,t,,4
24.33261143,59.215621278,1179,seikleja,2,0,t,f,t,,0
24.333264632,59.215740301,1180,seikleja,5,0,t,t,t,,4
24.333412992,59.215537291,1181,seikleja,2,0,f,f,t,,0
24.262181818,59.191727908,1186,seikleja,1,0,f,t,f,,1
24.258512557,59.197918531,1197,seikleja,1,0,f,f,t,,0
24.260512898,59.194496786,1198,seikleja,2,0,t,f,f,,0
25.1597222222222,59.3366666666667,1199,aleksander,3,0,t,t,f,"kevadel üle vaadata. tundub, et lume all on rohkem",1
25.16,59.3358333333333,1200,aleksander,15,2,t,t,f,"suur rehvisurnuaed. parem kui keegi spetsialist määraks selle mahu",44
25.1761111111111,59.3011111111111,1201,aleksander,6,0,f,t,f,"kümme megasuurt traktorirehvi",41
25.1716666666667,59.3102777777778,1202,aleksander,10,1,t,t,f,"kevadel üle vaadata. võimalik, et suurem",20
25.2019444444444,59.3575,1204,aleksander,3,0,t,t,f,"endise kolhoosikontori hoovi peal. keegi kohalikest omaks ei tunnistanud:)",1
24.416350666,59.384818459,1293,priit,2,0,t,f,t,,0
24.429593822,59.380491218,1294,priit,2,0,t,f,t,,0
24.416393079,59.384947373,1295,priit,5,0,t,t,t,,4
24.439543225,59.383263113,1296,priit,5,0,t,t,f,"",4
24.440675201,59.382046312,1297,priit,7,0,t,f,t,,0
24.425224755,59.357032869,1298,priit,7,0,t,f,f,,0
24.425677881,59.35729472,1299,priit,2,0,t,f,f,,0
24.425127693,59.35737242,1300,priit,10,0,t,f,f,,0
24.420991642,59.360133586,1302,kaur,15,0,t,t,f,"Suurem osa koristatav masinatega. Ligip22setav, kui teet6ke tasaseks lykata",44
24.554655002,59.425343787,1303,priit,5,0,t,f,f,,0
24.555650437,59.425221914,1304,priit,10,0,t,t,t,,20
25.094351,59.472925,1364,jogi,10,0,t,f,f,,0
25.144796,59.400593,1365,jogi,10,0,t,t,f,,20
25.096192,59.473586,1366,jogi,11,0,t,f,f,,0
25.091646,59.484318,1367,jogi,15,0,t,f,f,,0
25.231832,59.424124,1368,jogi,1,0,t,f,f,,0
25.224349,59.447291,1369,jogi,1,0,t,f,f,,0
25.064897,59.45043,1370,jogi,1,0,t,f,f,,0
25.267052,59.428277,1371,jogi,1,0,t,f,f,,0
25.085048,59.489448,1372,jogi,1,0,t,f,f,,0
25.085439,59.491035,1373,jogi,1,0,t,f,f,,0
25.085623,59.493281,1374,jogi,1,0,t,f,f,,0
25.103078,59.48267,1375,jogi,1,0,t,f,f,,0
25.221681,59.410239,1376,jogi,1,0,t,f,f,,0
25.2209,59.410005,1377,jogi,1,0,t,f,f,,0
25.127435,59.400555,1378,jogi,1,0,t,f,f,,0
25.235798,59.424554,1379,jogi,1,0,f,t,f,,1
25.062332,59.449215,1380,jogi,1,0,f,t,f,,1
25.120347,59.443925,1381,jogi,1,0,f,t,f,,1
25.177428,59.395486,1382,jogi,1,0,f,t,f,,1
25.151835,59.397704,1383,jogi,1,0,f,t,f,,1
25.142287,59.440253,1384,jogi,2,0,t,f,f,,0
25.268088,59.434785,1385,rainer,2,0,t,f,f,,0
25.086233,59.498096,1386,jogi,2,0,t,f,f,,0
25.191898,59.399464,1387,jogi,2,0,t,f,f,,0
25.150266,59.398277,1388,jogi,2,0,t,f,f,,0
25.146395,59.39978,1389,jogi,2,0,t,f,f,,0
25.184113,59.452006,1390,jogi,2,0,t,t,f,,1
25.176854,59.451738,1391,jogi,2,0,t,t,f,,1
25.168395,59.38732,1392,jogi,2,0,t,t,f,,1
25.243854,59.421875,1393,jogi,2,0,f,t,f,,2
25.267384,59.451007,1394,jogi,2,0,f,t,f,,2
25.094658,59.478199,1395,jogi,3,0,t,f,f,,0
25.08661,59.483166,1396,jogi,3,0,t,f,f,,0
25.086178,59.489036,1397,jogi,3,0,t,f,f,,0
25.129721,59.401721,1398,jogi,3,0,t,f,f,,0
25.133237,59.403366,1399,jogi,3,0,t,t,f,,1
25.091129,59.474703,1400,jogi,4,0,t,f,f,,0
25.089607,59.476219,1401,jogi,4,0,t,f,f,,0
